state,labeler_code,total_prescriptions,total_medicaid_spending,drug_count
AL,73462,12.0,19296.0,1
AL,00075,12.0,22.04,1
AL,11797,11.0,588308.63,1
AL,42388,11.0,262440.64,1
AL,72579,11.0,131450.54,1
AL,80789,11.0,79093.42,1
AL,73521,11.0,7291.74,1
AL,72426,11.0,4518.47,1
AL,69076,11.0,207.13,1
AL,24385,11.0,159.44,1
AL,60846,11.0,119.78,1
AR,65862,214158.0,2919115.14,85
AR,29300,157418.0,1595247.4,29
AR,31722,147306.0,2357143.71,69
AR,68001,141143.0,1917949.69,58
AR,16714,139310.0,1920539.51,87
AR,68180,128785.0,1712640.09,44
AR,00173,117420.0,10271619.14,9
AR,68382,109757.0,1256077.65,50
AR,16571,102099.0,1060043.91,31
AR,68462,97358.0,1523025.94,51
AR,00093,92466.0,1406504.72,56
AR,60505,91278.0,1666834.11,49
AR,70010,75279.0,1366746.72,22
AR,00406,71036.0,1359304.87,13
AR,68645,67581.0,554313.18,15
AR,67877,64601.0,885048.71,36
AR,45802,56841.0,1052254.69,28
AR,59651,55927.0,784964.98,61
AR,00143,55014.0,2625159.75,19
AR,42806,52902.0,659568.02,23
AR,27241,49073.0,924866.64,22
AR,43547,48838.0,537919.48,25
AR,62332,48739.0,639411.08,45
AR,55111,44121.0,696657.66,31
AR,00378,43123.0,691033.34,42
AR,57237,40949.0,505122.05,28
AR,43598,38762.0,808520.38,27
AR,13668,37621.0,451103.05,18
AR,51672,37520.0,572712.61,25
AR,00121,37432.0,985176.47,19
AR,65162,37172.0,774949.45,27
AR,59417,36263.0,13514144.120000001,1
AR,00054,35247.0,584754.99,23
AR,50228,35208.0,450373.54,24
AR,69097,34438.0,824937.1900000001,30
AR,50111,32404.0,317629.08999999997,6
AR,72205,31735.0,559263.37,22
AR,69238,29628.0,468737.41,22
AR,70710,27721.0,603408.42,28
AR,72888,27623.0,371327.07,31
AR,00186,27305.0,7007263.92,3
AR,69315,26101.0,335096.14,17
AR,23155,25312.0,444935.89,49
AR,72603,24978.0,359516.61,37
AR,00088,24546.0,2567232.41,3
AR,00904,24202.0,270115.68,16
AR,64980,24180.0,375104.68,27
AR,64380,23571.0,307940.05,27
AR,00597,22713.0,11781485.07,9
AR,52817,22535.0,274256.39,13
AR,70954,22374.0,399532.06,23
AR,00228,21722.0,346729.99,9
AR,69452,21178.0,287348.46,30
AR,00555,20830.0,296683.69,25
AR,00781,20254.0,865995.09,21
AR,27808,20137.0,355349.4,9
AR,13107,19765.0,236071.91,5
AR,60219,18087.0,487737.4,17
AR,00172,17805.0,182788.98,4
AR,00002,16695.0,9148107.81,17
AR,70700,15679.0,229485.11,22
AR,16729,15584.0,222020.11,18
AR,00003,15464.0,8930619.620000001,10
AR,54838,14954.0,486357.29,4
AR,00168,14897.0,248613.3,11
AR,72578,14313.0,228705.08,19
AR,33342,14260.0,207307.91,26
AR,53746,13984.0,264626.89,12
AR,00115,13565.0,493010.04,12
AR,12496,13441.0,5718387.79,2
AR,00169,13416.0,7879681.86,15
AR,00185,13413.0,187581.32,6
AR,00078,13228.0,10975733.459999999,16
AR,00713,12952.0,339419.89,17
AR,63323,12912.0,630280.12,31
AR,75834,12267.0,188241.68,11
AR,47781,12121.0,96712.47,11
AR,00527,12108.0,490674.74,14
AR,00310,12088.0,8310854.699999999,12
AR,61314,11893.0,212516.4,12
AR,70436,11541.0,211969.9,13
AR,66993,10910.0,1246096.5,9
AR,21922,10690.0,155310.68,10
AR,00591,10184.0,142135.48,17
AR,45963,10106.0,145186.44,4
AR,70752,9783.0,132059.38,8
AR,50458,9690.0,15088225.84,8
AR,57664,9613.0,208132.38,10
AR,70756,9529.0,149712.78,19
AR,69584,9193.0,115019.05,7
AR,00641,8803.0,121392.38,14
AR,10702,8368.0,135672.24,9
AR,50742,8219.0,181384.19,14
AR,42385,8196.0,89313.25,4
AR,24979,8176.0,112883.98,5
AR,67457,7602.0,301016.64,13
AR,78206,7594.0,2224850.95,5
AR,24208,7495.0,212165.24,12
AR,76204,7285.0,171279.35,3
AR,58657,7080.0,66293.12,13
AR,42858,7014.0,199981.86000000002,5
AR,00409,6876.0,211217.81,29
AR,00832,6868.0,170353.5,16
AR,11534,6772.0,67793.16,4
AR,49502,6750.0,1994473.6,5
AR,70069,6625.0,125587.35,11
AR,69367,6584.0,91007.79,24
AR,51991,6509.0,139880.88,9
AR,00603,6473.0,79386.44,7
AR,42571,6363.0,111960.73,17
AR,59762,6251.0,143121.13,12
AR,42799,6075.0,93568.43,8
AR,00536,6031.0,91580.54,17
AR,13811,5942.0,188243.11000000002,4
AR,73070,5771.0,1028035.4099999999,2
AR,00487,5705.0,161477.59,4
AR,70377,5692.0,97983.84,10
AR,62559,5610.0,166739.58,20
AR,59310,5444.0,1266813.31,2
AR,49483,5235.0,57603.87,7
AR,62756,5218.0,238730.62,7
AR,49884,5205.0,468891.35000000003,10
AR,72485,4991.0,273433.21,4
AR,00116,4847.0,69241.05,3
AR,55513,4577.0,2856744.69,13
AR,61874,4494.0,6524872.88,1
AR,66758,4427.0,629197.46,3
AR,00023,4410.0,4381663.44,8
AR,00472,4318.0,66345.68,6
AR,00430,4310.0,803972.09,1
AR,63304,4010.0,53761.65,8
AR,00480,3763.0,1020266.33,8
AR,71288,3727.0,390737.52,15
AR,59746,3717.0,53053.549999999996,8
AR,64850,3690.0,91193.93000000001,3
AR,00456,3667.0,1773355.28,4
AR,69230,3664.0,60390.65,4
AR,00024,3555.0,13175275.379999999,5
AR,00642,3463.0,627193.46,3
AR,75907,3413.0,96405.02,11
AR,35573,3405.0,97701.29000000001,3
AR,54092,3336.0,731000.29,2
AR,68682,3291.0,206795.46,3
AR,72241,3239.0,35835.96,6
AR,00517,3213.0,268402.07,10
AR,00074,3207.0,24449448.21,10
AR,46122,3079.0,52712.71,11
AR,47335,3028.0,98609.41,7
AR,61269,2926.0,630275.48,4
AR,00009,2894.0,32547.81,6
AR,68094,2775.0,33388.42,4
AR,69680,2670.0,33245.97,2
AR,00006,2617.0,4067614.84,6
AR,70677,2596.0,38147.84,11
AR,59148,2492.0,5545205.1899999995,3
AR,59353,2482.0,463822.56,1
AR,70121,2454.0,262227.94,7
AR,69292,2437.0,34136.48,4
AR,00338,2411.0,28724.8,9
AR,00264,2244.0,10503.86,3
AR,43386,2193.0,173135.67,5
AR,83980,2148.0,27351.51,3
AR,61958,2100.0,8158125.49,4
AR,72266,2061.0,104873.75,5
AR,00113,1994.0,30725.08,5
AR,00703,1917.0,93356.83,5
AR,50474,1904.0,2856978.4,5
AR,17772,1831.0,967026.77,2
AR,62037,1829.0,52396.09,2
AR,00574,1765.0,44983.049999999996,12
AR,50242,1696.0,9882521.63,17
AR,00548,1687.0,633329.5499999999,2
AR,44567,1667.0,39262.659999999996,3
AR,64679,1653.0,22641.58,1
AR,14539,1640.0,22044.05,1
AR,00469,1613.0,572914.81,4
AR,70127,1538.0,4950443.28,1
AR,81964,1484.0,29925.75,1
AR,55150,1465.0,66201.9,10
AR,39328,1436.0,16925.29,2
AR,72516,1429.0,18224.32,1
AR,61442,1421.0,20844.97,2
AR,52246,1380.0,377954.71,1
AR,00245,1320.0,115340.14,3
AR,42192,1252.0,39514.37,4
AR,27437,1250.0,104140.47,1
AR,51660,1194.0,12961.74,2
AR,71930,1187.0,35239.54,2
AR,43975,1170.0,64785.77,2
AR,70748,1116.0,39116.37,5
AR,72252,1088.0,1468671.48,1
AR,00407,1052.0,10480.789999999999,3
AR,72618,1031.0,1119515.16,1
AR,61703,969.0,157393.26,5
AR,71921,925.0,11262.1,3
AR,65757,913.0,2172316.84,3
AR,54123,906.0,370887.43,1
AR,76385,885.0,12063.74,6
AR,50419,883.0,1104987.08,7
AR,49702,882.0,2807926.7800000003,5
AR,00069,882.0,1832802.1700000002,9
AR,83745,877.0,31811.87,2
AR,64950,855.0,33826.75,2
AR,10572,841.0,19000.760000000002,2
AR,65649,838.0,1514025.49,5
AR,13925,811.0,27898.300000000003,2
AR,70512,784.0,9295.130000000001,1
AR,71699,779.0,930453.71,1
AR,72060,769.0,1261483.3,1
AR,64764,766.0,479897.69,3
AR,00046,749.0,241012.57,2
AR,53489,727.0,10500.03,2
AR,24385,718.0,9292.14,4
AR,60758,715.0,25055.88,2
AR,59011,709.0,297731.41,2
AR,62135,690.0,16312.960000000001,4
AR,59338,687.0,101376.20999999999,1
AR,62175,685.0,17097.14,4
AR,25021,661.0,29575.61,10
AR,59676,658.0,729317.48,3
AR,71093,646.0,9411.16,2
AR,70370,640.0,4907740.8,1
AR,82293,615.0,14543.67,1
AR,00032,606.0,1218153.93,1
AR,51224,574.0,7864.349999999999,4
AR,29033,572.0,15271.03,3
AR,44206,564.0,541745.04,2
AR,57894,539.0,6871635.95,7
AR,84386,529.0,6417.0599999999995,1
AR,51862,525.0,96451.85,3
AR,58406,500.0,4078676.95,3
AR,70000,496.0,10021.04,5
AR,69339,492.0,6003.1,2
AR,69918,485.0,13663.7,3
AR,72511,484.0,271781.87,1
AR,66220,483.0,148440.13,1
AR,63646,417.0,8903.470000000001,1
AR,62856,405.0,1093332.91,2
AR,51167,402.0,3720437.25,2
AR,72626,379.0,2933765.64,1
AR,00013,359.0,2126813.1,1
AR,76282,355.0,4385.93,7
AR,60793,350.0,34879.24,1
AR,61755,347.0,616107.38,3
AR,51754,344.0,12059.74,1
AR,71671,336.0,68771.51,1
AR,00065,334.0,26479.07,2
AR,60687,329.0,15175.88,3
AR,69616,308.0,366662.73,1
AR,00944,305.0,1876118.4500000002,1
AR,76045,293.0,1804.12,2
AR,71376,279.0,126866.43,1
AR,52652,264.0,161271.96,3
AR,00254,258.0,15576.17,1
AR,81968,252.0,249546.69,2
AR,42794,247.0,10918.7,2
AR,70860,234.0,5424.839999999999,2
AR,47426,233.0,28594.49,1
AR,00562,227.0,25419.55,1
AR,00990,225.0,1309.37,3
AR,69547,224.0,13860.79,1
AR,75826,223.0,2826.42,3
AR,70594,217.0,150008.89,4
AR,13533,210.0,1425319.09,2
AR,65038,209.0,84685.93,1
AR,24478,200.0,110890.0,2
AR,83831,189.0,65653.28,2
AR,66689,180.0,45543.71,2
AR,68546,173.0,1074737.6,3
AR,73562,172.0,397212.61,1
AR,68992,170.0,56281.43,1
AR,52856,166.0,2019914.97,1
AR,46287,165.0,58032.3,2
AR,00037,163.0,31127.47,1
AR,49401,161.0,515142.01,1
AR,83257,158.0,440825.12,3
AR,58284,158.0,271286.0,1
AR,50102,158.0,2116.3599999999997,2
AR,73462,153.0,95190.51,1
AR,72065,153.0,87184.08,1
AR,52536,153.0,48472.07,3
AR,82625,141.0,60321.1,1
AR,73594,138.0,59967.44,1
AR,36000,138.0,1724.51,2
AR,81298,135.0,271.73,1
AR,73473,134.0,3178.16,1
AR,70727,129.0,42963.18,2
AR,62225,128.0,9864.5,1
AR,59572,120.0,458251.08,2
AR,44523,117.0,3544.13,1
AR,63459,115.0,189072.49,2
AR,00485,113.0,1458.67,1
AR,42023,110.0,13352.98,4
AR,63402,109.0,166283.72000000003,1
AR,75854,108.0,31781.239999999998,2
AR,24658,98.0,1364.38,1
AR,71104,96.0,6680029.38,1
AR,43376,95.0,1040291.35,1
AR,73336,95.0,44027.03,1
AR,65597,87.0,169067.8,1
AR,42494,87.0,9389.59,2
AR,66215,86.0,1207674.39,2
AR,72319,84.0,1935.6100000000001,2
AR,83034,83.0,59760.4,1
AR,80446,80.0,172131.28,1
AR,62935,79.0,20043.83,1
AR,82685,76.0,1100.9099999999999,1
AR,55135,75.0,368792.42000000004,1
AR,15054,72.0,59378.579999999994,2
AR,55724,72.0,55194.33,1
AR,59365,67.0,77981.28,1
AR,67618,64.0,761.71,1
AR,00052,63.0,2910.98,1
AR,62484,61.0,57059.76,1
AR,71656,61.0,4866.71,2
AR,51144,59.0,198565.29,1
AR,65628,59.0,23535.17,1
AR,51759,54.0,86527.70000000001,2
AR,00075,52.0,3417.3,1
AR,60923,51.0,1745334.0,1
AR,00008,51.0,26033.17,1
AR,69751,51.0,20209.59,1
AR,58468,49.0,164722.96,2
AR,54859,49.0,512.92,2
AR,83301,48.0,648.8399999999999,3
AR,49348,46.0,623.25,1
AR,82604,45.0,3504.73,1
AR,72572,45.0,542.22,2
AR,71839,44.0,12397.68,1
AR,72606,43.0,8835.7,1
AR,69794,41.0,641178.7,1
AR,72028,41.0,453054.13,1
AR,67386,36.0,190017.49,2
AR,80789,35.0,289976.49,1
AR,68982,35.0,40897.21,1
AR,74676,34.0,22795.65,1
AR,69932,30.0,43537.18,1
AR,68308,30.0,2811.79,2
AR,80005,30.0,522.48,1
AR,42367,29.0,21828.93,1
AR,62011,29.0,289.71,1
AR,00486,28.0,849.8299999999999,1
AR,66302,27.0,138132.81,1
AR,54482,27.0,2085.26,1
AR,82009,26.0,7111.45,2
AR,65250,25.0,4787.29,1
AR,82182,25.0,3885.95,1
AR,68817,23.0,9461.92,1
AR,63020,23.0,9433.75,1
AR,42388,22.0,551646.28,1
AR,71258,18.0,51078.65,1
AR,81672,18.0,26168.62,1
AR,23594,18.0,1594.64,1
AR,60432,17.0,1338.3,1
AR,70114,16.0,21859.11,1
AR,67253,16.0,533.47,1
AR,72611,16.0,19.95,1
AR,81952,15.0,1604.92,1
AR,76329,15.0,832.5,1
AR,66794,15.0,659.46,1
AR,50222,14.0,57118.18,1
AR,68968,14.0,2564.75,1
AR,68084,14.0,565.5,1
AR,72990,13.0,3705.0,1
AR,72974,12.0,33256.32,1
AR,52276,12.0,18097.84,1
AR,71225,12.0,9823.56,1
AR,66733,12.0,7024.82,1
AR,60846,12.0,828.27,1
AR,51801,12.0,321.3,1
AR,68727,11.0,158254.3,1
AR,73683,11.0,35784.0,1
AR,57970,11.0,34902.19,1
AR,43068,11.0,18822.19,1
AR,72512,11.0,13544.65,1
AR,72819,11.0,1033.04,1
AR,24689,11.0,337.5,1
AR,64661,11.0,234.66,1
AR,65219,11.0,181.33,1
AR,49230,11.0,0.0,1
AZ,65862,558541.0,6989192.39,100
AZ,31722,395156.0,7175633.5,94
AZ,68180,339404.0,4619963.98,58
AZ,00093,325663.0,6626675.59,78
AZ,68382,322059.0,3152342.45,57
AZ,16714,316382.0,3614650.16,112
AZ,00121,273482.0,8765311.08,26
AZ,29300,244571.0,1683658.82,32
AZ,68462,226922.0,3309050.25,66
AZ,16571,220618.0,1810985.88,35
AZ,67877,207413.0,3656971.88,59
AZ,00904,204465.0,3340881.72,71
AZ,59651,202981.0,3666126.94,73
AZ,55111,200189.0,2778298.88,39
AZ,60505,196929.0,5628839.41,69
AZ,70010,172929.0,1628211.51,23
AZ,43547,164853.0,2314758.3,31
AZ,69097,159755.0,5530068.67,40
AZ,45802,157220.0,3033708.34,51
AZ,65162,156096.0,2708610.67,53
AZ,64380,152060.0,1552593.3,34
AZ,69238,149992.0,2372165.54,37
AZ,50111,149725.0,765582.33,7
AZ,00054,149648.0,3263810.09,37
AZ,68645,146772.0,842425.54,15
AZ,42806,141115.0,1493393.41,26
AZ,57237,131283.0,1046136.99,34
AZ,43598,130722.0,3724286.32,46
AZ,62332,128712.0,1638964.54,62
AZ,00406,125780.0,2033195.79,15
AZ,00378,120134.0,3557509.04,70
AZ,00002,113679.0,87825034.04,22
AZ,23155,110051.0,1186541.97,59
AZ,27241,91560.0,2227351.38,25
AZ,00536,87697.0,2685272.1799999997,69
AZ,66993,85185.0,11782019.24,17
AZ,70954,84772.0,1515726.16,37
AZ,50458,84154.0,114953781.78,12
AZ,72205,84131.0,2167782.69,27
AZ,51672,83972.0,1580240.27,48
AZ,50228,81682.0,903228.48,26
AZ,00781,78830.0,3307710.7399999998,37
AZ,00143,75797.0,879991.84,27
AZ,72603,74809.0,1602177.05,68
AZ,13668,73475.0,1113275.9,27
AZ,12496,71869.0,30693658.77,3
AZ,00088,71461.0,7570195.22,3
AZ,69315,68042.0,559157.85,22
AZ,70700,63683.0,1321107.42,25
AZ,00003,58021.0,34668628.42,12
AZ,52817,55781.0,645736.64,19
AZ,00185,54939.0,488058.79000000004,5
AZ,64980,54837.0,788494.0,35
AZ,00228,54444.0,597355.56,12
AZ,10702,52323.0,604231.53,15
AZ,00597,52095.0,40596242.95,14
AZ,72578,50889.0,444865.12,26
AZ,00555,50822.0,818136.74,27
AZ,72888,50458.0,581316.38,36
AZ,21922,49910.0,1925621.52,17
AZ,60219,48015.0,1128554.14,16
AZ,59417,46498.0,16630778.22,1
AZ,33342,46057.0,756216.53,33
AZ,47781,45151.0,967522.04,12
AZ,13107,45123.0,403633.85,5
AZ,49483,42464.0,156027.65,9
AZ,00115,41465.0,597576.66,18
AZ,00173,37905.0,12983555.42,12
AZ,70710,37308.0,1375080.85,41
AZ,53746,37059.0,390981.54,14
AZ,00186,34774.0,8304199.67,2
AZ,27808,34422.0,388447.41,11
AZ,00603,32550.0,631832.06,12
AZ,42858,32321.0,565482.6,8
AZ,69452,30299.0,504280.55,33
AZ,00172,29933.0,166205.13999999998,5
AZ,63323,29580.0,1163134.21,43
AZ,64850,29364.0,1221795.24,3
AZ,76204,27475.0,464749.05,3
AZ,42571,26927.0,742249.8,21
AZ,24208,25969.0,912355.98,23
AZ,51991,25633.0,841368.81,16
AZ,69367,25615.0,192960.29,34
AZ,00310,24696.0,28567906.68,16
AZ,61314,24505.0,500576.97,19
AZ,00527,23906.0,1154212.4,25
AZ,70752,23806.0,124258.15,12
AZ,00168,23423.0,410632.67,13
AZ,70756,23403.0,513311.14,25
AZ,69230,23328.0,192959.53,6
AZ,00591,22579.0,522800.07,36
AZ,68001,22161.0,220909.95,57
AZ,70069,22124.0,220393.51,19
AZ,00023,22034.0,16339212.82,18
AZ,24979,22017.0,404272.34,11
AZ,61958,21707.0,82948859.64999999,11
AZ,42385,20462.0,499304.04000000004,4
AZ,00832,20144.0,690129.39,30
AZ,00187,20059.0,728496.68,6
AZ,62559,20013.0,686087.21,24
AZ,00487,19646.0,352357.17,4
AZ,59746,18400.0,242908.04,9
AZ,58657,18319.0,104405.16,16
AZ,50742,17997.0,631433.5,28
AZ,16729,17970.0,353919.83,24
AZ,00517,17470.0,1093572.1,8
AZ,78206,17397.0,13206554.33,10
AZ,72485,17076.0,315516.62,8
AZ,00116,16946.0,193387.06,4
AZ,47335,16359.0,1106348.55,14
AZ,75907,16314.0,307252.73,16
AZ,73070,15713.0,2816457.45,2
AZ,00456,15552.0,7287743.5200000005,7
AZ,00169,15523.0,23494305.2,19
AZ,50242,15483.0,57923674.33,20
AZ,59762,15351.0,383770.21,17
AZ,49884,15138.0,602978.84,21
AZ,70377,14700.0,479020.48,15
AZ,42192,14668.0,413890.32,8
AZ,00409,14649.0,196867.58,31
AZ,00407,14263.0,117768.68,3
AZ,00713,14096.0,379673.75,21
AZ,65757,13773.0,27735343.41,4
AZ,00078,13545.0,53517887.12,25
AZ,35573,13521.0,264710.04,5
AZ,00006,13173.0,28389002.76,12
AZ,55513,12603.0,22334560.080000002,18
AZ,00641,12579.0,30806.29,12
AZ,49502,11931.0,2947935.85,2
AZ,67457,11906.0,355951.46,17
AZ,59148,11653.0,30762736.19,5
AZ,63304,11503.0,213319.74,9
AZ,69292,10913.0,138317.5,2
AZ,43386,10623.0,264636.93,9
AZ,11534,10516.0,56954.869999999995,5
AZ,00009,9926.0,168220.66,9
AZ,45963,9713.0,188375.59,6
AZ,62756,9219.0,307834.33,10
AZ,00069,9039.0,21510320.62,23
AZ,00574,8897.0,300298.3,17
AZ,69584,8647.0,95474.01,7
AZ,00024,8630.0,32770572.41,9
AZ,83980,8527.0,80805.81,3
AZ,70436,8164.0,179470.79,13
AZ,00074,8080.0,52867288.42,15
AZ,61442,7864.0,68478.53,4
AZ,70121,7837.0,866235.98,7
AZ,71288,7538.0,242106.79,23
AZ,00264,7223.0,168680.66,10
AZ,14539,7064.0,69042.39,1
AZ,00472,6975.0,175396.25,11
AZ,72266,6889.0,29841.59,6
AZ,00338,6771.0,613821.11,12
AZ,65649,6762.0,15819717.97,5
AZ,00480,6454.0,2158973.19,19
AZ,39328,5766.0,93572.23,7
AZ,42799,5709.0,86326.97,10
AZ,60758,5575.0,218839.67,4
AZ,61874,5285.0,7729616.84,2
AZ,76385,5202.0,67610.45,7
AZ,50419,5175.0,9792787.45,12
AZ,17270,5020.0,141763.06,1
AZ,75826,5011.0,43493.03,3
AZ,13811,4953.0,274403.09,5
AZ,00469,4919.0,4263593.14,7
AZ,50474,4768.0,13219886.33,8
AZ,54838,4731.0,132591.95,6
AZ,81964,4664.0,40606.35,1
AZ,68682,4561.0,280970.75,7
AZ,44567,4511.0,68191.82,6
AZ,59011,4453.0,1738025.04,2
AZ,57894,4434.0,25581452.529999997,10
AZ,72241,4388.0,28147.34,4
AZ,70677,4154.0,114939.59,32
AZ,55150,4133.0,212127.25,14
AZ,51759,4100.0,4828178.21,5
AZ,69547,4074.0,203658.73,1
AZ,52536,3890.0,1369570.91,5
AZ,49702,3781.0,12658402.16,7
AZ,62175,3685.0,107253.92,4
AZ,57664,3601.0,271245.52,9
AZ,64764,3559.0,5580313.89,5
AZ,61269,3445.0,533552.5599999999,6
AZ,42023,3427.0,269278.34,2
AZ,10572,3394.0,75907.69,2
AZ,70127,3328.0,10693809.67,1
AZ,70748,3302.0,557126.87,10
AZ,75834,3257.0,55221.8,9
AZ,58406,3219.0,23769739.36,3
AZ,00245,3046.0,142456.18,7
AZ,59310,2952.0,684057.57,3
AZ,00032,2946.0,5977103.24,1
AZ,76282,2854.0,1847891.72,10
AZ,72065,2796.0,1486725.25,3
AZ,61755,2671.0,4028782.28,4
AZ,53489,2543.0,45210.909999999996,6
AZ,51660,2539.0,24471.87,8
AZ,00065,2525.0,107995.06,14
AZ,00046,2523.0,781776.58,2
AZ,65219,2523.0,172365.87,6
AZ,82293,2448.0,88600.05,1
AZ,69680,2418.0,11777.91,2
AZ,71699,2370.0,2820286.07,1
AZ,00548,2343.0,390119.07,4
AZ,25021,2263.0,81587.23,13
AZ,72511,2260.0,1290286.6099999999,2
AZ,52652,2206.0,1275965.78,5
AZ,82625,2173.0,906114.35,1
AZ,70000,2045.0,17433.82,28
AZ,59676,1969.0,4840732.46,6
AZ,72618,1954.0,2679514.69,1
AZ,81298,1936.0,23861.969999999998,2
AZ,50222,1883.0,7058725.95,2
AZ,57844,1881.0,939797.73,1
AZ,49401,1863.0,7334281.34,1
AZ,68791,1827.0,65759.43,1
AZ,68968,1788.0,184731.6,3
AZ,70370,1734.0,12551883.58,2
AZ,43975,1706.0,47435.38,4
AZ,70382,1680.0,284063.86,1
AZ,17772,1657.0,1138281.48,3
AZ,59467,1652.0,203484.96,2
AZ,59385,1604.0,1141960.16,2
AZ,73562,1578.0,3631519.9,1
AZ,69918,1548.0,72302.26,4
AZ,64950,1544.0,59017.54,8
AZ,72060,1510.0,2401104.72,1
AZ,71921,1430.0,54190.689999999995,5
AZ,69616,1426.0,5821192.9,2
AZ,70594,1417.0,86014.76,2
AZ,68094,1398.0,13586.02,4
AZ,81952,1397.0,69107.1,2
AZ,71930,1388.0,18057.38,4
AZ,54092,1346.0,3602038.3899999997,5
AZ,44206,1328.0,3994053.11,3
AZ,83257,1308.0,1334916.46,6
AZ,42794,1285.0,46919.46,3
AZ,71839,1239.0,430306.49,2
AZ,60846,1218.0,76820.34,2
AZ,72626,1216.0,8942297.469999999,1
AZ,00944,1201.0,4990296.53,3
AZ,66215,1191.0,20268370.1,3
AZ,68546,1174.0,9350456.32,3
AZ,73473,1170.0,20451.12,3
AZ,00703,1165.0,6531.73,6
AZ,61703,1162.0,17921.68,6
AZ,64679,1151.0,12781.84,2
AZ,81968,1135.0,1050714.93,2
AZ,72252,1110.0,1374467.9,1
AZ,11527,1105.0,11734.7,1
AZ,60793,1093.0,275252.39,2
AZ,51862,1076.0,42294.71,10
AZ,51224,1025.0,12635.91,5
AZ,13533,1016.0,3389008.52,5
AZ,51167,1003.0,24619275.43,3
AZ,59630,979.0,222729.96,2
AZ,72516,969.0,8192.32,1
AZ,59365,955.0,1010945.8200000001,1
AZ,55724,935.0,711549.29,1
AZ,66302,934.0,9301640.41,5
AZ,24478,891.0,347728.79,4
AZ,62037,888.0,29416.92,3
AZ,63646,886.0,9393.24,1
AZ,82576,885.0,3554983.74,1
AZ,66689,858.0,245315.06,5
AZ,84386,857.0,10842.28,1
AZ,71093,826.0,6771.97,4
AZ,42494,814.0,50511.240000000005,2
AZ,70114,794.0,874168.48,3
AZ,00132,794.0,30285.29,5
AZ,00254,783.0,100281.95999999999,1
AZ,82604,744.0,114127.97,1
AZ,24689,739.0,8437.05,2
AZ,62135,732.0,15095.28,7
AZ,67386,709.0,2489434.5,2
AZ,11994,709.0,83369.39,3
AZ,54859,679.0,63558.479999999996,5
AZ,71376,675.0,219913.66,1
AZ,62856,666.0,1874327.18,3
AZ,46122,653.0,5886.24,14
AZ,00013,649.0,2321268.23,2
AZ,54482,640.0,95699.95999999999,1
AZ,65038,623.0,169638.1,1
AZ,50881,596.0,4014601.92,2
AZ,00642,565.0,115682.97,2
AZ,73336,555.0,321742.7,1
AZ,47426,554.0,102688.95999999999,1
AZ,70512,553.0,3930.71,4
AZ,58151,547.0,246293.99000000002,5
AZ,00562,541.0,44585.81,1
AZ,13925,520.0,19783.05,3
AZ,83745,507.0,8300.130000000001,3
AZ,73302,502.0,18470.1,1
AZ,70095,475.0,5696.92,1
AZ,00131,461.0,514509.23,1
AZ,72611,460.0,527.35,2
AZ,82009,452.0,592665.21,9
AZ,65597,443.0,1951747.75,1
AZ,46287,437.0,258838.28,2
AZ,60687,437.0,3026.92,5
AZ,76075,433.0,369158.86,1
AZ,81520,430.0,280511.86,1
AZ,63459,425.0,659308.64,3
AZ,63402,421.0,816587.1,1
AZ,75987,415.0,12229219.78,4
AZ,80610,411.0,358497.75,1
AZ,64406,404.0,3070532.0,3
AZ,65628,396.0,74737.76,3
AZ,00430,395.0,95592.78,1
AZ,49230,386.0,1087147.59,1
AZ,00990,377.0,651.63,1
AZ,73154,376.0,802128.17,2
AZ,71656,375.0,28504.87,5
AZ,64896,361.0,470597.11,3
AZ,70515,341.0,140529.16,2
AZ,64370,337.0,319551.03,1
AZ,70727,333.0,122372.69,2
AZ,67618,307.0,4946.360000000001,3
AZ,62935,306.0,118256.05,1
AZ,00955,305.0,61719.159999999996,2
AZ,60923,300.0,16311664.870000001,1
AZ,66758,293.0,93318.24,3
AZ,58284,290.0,434956.25,1
AZ,68084,285.0,9803.26,2
AZ,72974,272.0,411135.9,2
AZ,81672,272.0,376934.18,1
AZ,00113,270.0,36494.52,5
AZ,76125,267.0,1988156.94,2
AZ,59572,263.0,1935433.15,4
AZ,68982,260.0,691253.81,2
AZ,29033,252.0,4444.639999999999,1
AZ,15054,250.0,589887.12,4
AZ,81665,247.0,38663.16,3
AZ,10122,241.0,1652076.8699999999,2
AZ,25682,231.0,12481958.51,3
AZ,68992,231.0,111076.78,1
AZ,80491,230.0,110899.77,1
AZ,52427,227.0,55630.71,2
AZ,70860,226.0,481.47999999999996,2
AZ,80005,225.0,3874.41,2
AZ,55135,218.0,830933.85,1
AZ,72028,213.0,3136744.81,1
AZ,52856,212.0,2846325.92,1
AZ,43376,208.0,2697788.49,1
AZ,57782,207.0,1934.32,1
AZ,53436,202.0,173113.16,1
AZ,59338,202.0,10831.75,1
AZ,24658,201.0,148750.97,1
AZ,67112,195.0,704.53,1
AZ,00037,188.0,129096.12,3
AZ,68727,186.0,3367905.01,2
AZ,44523,186.0,6322.96,3
AZ,24385,185.0,2763.71,4
AZ,69339,182.0,899.59,2
AZ,50268,179.0,1284.28,2
AZ,66733,177.0,660265.28,1
AZ,70621,172.0,34869.39,1
AZ,63090,166.0,2979445.29,2
AZ,51144,163.0,2442817.68,3
AZ,74676,163.0,67719.76,1
