product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
"EPOGEN 3,0",371.243,170.0,18383.93,0.0,18383.93,2,1
MELEYA 0.3,88704.0,1358.0,18355.8,0.0,18355.8,1,1
CROTAN EXT,5020.0,22.0,18277.17,2883.7799999999997,21160.949999999997,1,1
BALZIVA 28,38668.0,678.0,18243.14,0.0,18243.14,1,1
SENOKOT EX,31399.0,920.0,18182.14,12.0,18194.14,1,1
AZASITE 1%,182.5,53.0,18172.45,0.0,18172.45,1,1
MUCUS ER,39231.0,1191.0,18172.3,0.0,18172.3,3,2
DANAZOL,5460.0,93.0,18147.7,0.0,18147.7,2,2
RETINA GE,15480.0,556.0,18128.010000000002,0.0,18128.010000000002,4,1
PROTAMINE,12068.3,2553.0,18033.329999999998,1553083.9100000001,1571117.24,5,1
WESTAB MAX,42978.0,1371.0,18001.75,0.0,18001.75,1,1
COLD-HOT E,16206.0,450.0,17961.36,0.0,17961.36,1,1
CLINDACIN,7200.0,100.0,17952.48,298.31,18250.79,2,1
HYPERTET,206.0,40.0,17943.22,0.0,17943.22,1,1
EDARBI 40,3180.0,76.0,17894.27,8807.15,26701.42,1,1
NAPHCON A,20749.0,1356.0,17873.07,0.0,17873.07,1,1
F&T IBUPRO,100003.0,1659.0,17862.73,19.56,17882.29,9,1
NUVIGIL TA,536.0,18.0,17862.07,0.0,17862.07,1,1
PIMOZIDE 1,13623.0,191.0,17818.15,160.41000000000003,17978.56,1,1
DOXY 100,1778.88,870.0,17815.69,69463.62,87279.31,6,1
OXAZEPAM,17787.0,448.0,17790.89,192.84,17983.73,3,1
EES ERYTHR,4800.0,15.0,17745.84,0.0,17745.84,1,1
FML LIQUIF,520.0,95.0,17716.22,0.0,17716.22,1,1
LICE TREAT,89605.0,1154.0,17684.74,0.0,17684.74,3,2
ORFADIN 2M,322.0,12.0,17667.62,0.0,17667.62,1,1
REZZAYO (R,42.0,39.0,17650.44,68940.31,86590.75,1,1
DAUNORUBIC,440.0,56.0,17647.94,0.0,17647.94,1,1
ENDOCET TA,79756.0,1175.0,17628.62,47.46,17676.079999999998,1,1
RAMIPRIL 5,143835.0,2064.0,17621.989999999998,502.38,18124.37,6,4
F&T ANTI-D,33996.0,1098.0,17537.96,0.0,17537.96,3,1
PEMRYDI RT,212.0,12.0,17528.41,0.0,17528.41,1,1
RECTIV 0.4,840.0,28.0,17517.1,0.0,17517.1,1,1
KELNOR 1-5,24612.0,550.0,17502.27,55.2,17557.47,1,1
DIFFERIN C,1530.0,34.0,17497.55,0.0,17497.55,1,1
OPVEE,332.0,164.0,17444.25,193.46,17637.71,1,1
CHERRY SYR,267253.686,2859.0,17439.5,236.95000000000002,17676.45,1,1
DIAZEPAM C,16903.5,4384.0,17426.73,31637.39,49064.12,6,1
SANCUSO 3.,25.0,14.0,17369.32,0.0,17369.32,1,1
F&T MILK O,508117.0,1228.0,17341.1,0.0,17341.1,4,1
IBU-200 WH,93448.0,7054.0,17204.18,29367.48,46571.659999999996,2,1
GNP CHERRY,441650.825,1238.0,17116.7,37.28,17153.98,1,1
RENVELA PO,1440.0,66.0,17085.839999999997,0.0,17085.839999999997,2,1
ADULT ASPI,76173.0,1664.0,17045.76,0.0,17045.76,2,1
BACLOFEN I,615.0,23.0,17008.64,0.0,17008.64,1,1
NIVESTYM 3,151.995,178.0,17006.12,1154.36,18160.48,3,1
TIMOLOL,745.0,145.0,16976.04,194.03000000000003,17170.07,1,1
PREVACID L,1260.0,34.0,16959.17,0.0,16959.17,2,1
PROZAC 10,1354.0,36.0,16936.02,207.21,17143.23,1,1
0.15% KCL,3244043.0,1528.0,16914.44,46118.02,63032.46,3,1
INVEGA 9MG,1154.0,35.0,16911.14,0.0,16911.14,1,1
LDR P/FVR,248098.5,1459.0,16900.06,0.0,16900.06,2,1
DIMENHYDRI,10616.0,589.0,16883.989999999998,7678.03,24562.02,2,2
XIFAXAN 20,1635.0,25.0,16828.18,831.48,17659.66,1,1
IRON CHEWS,21834.0,429.0,16823.59,171.37,16994.96,1,1
DILT XR 24,26527.0,410.0,16680.33,703.52,17383.85,1,1
HYDROXOCOB,15829.2,835.0,16643.81,533.91,17177.72,1,1
PEG-3350/N,2896000.0,678.0,16502.98,82.07,16585.05,2,2
GNP INFANT,32803.8,1006.0,16495.96,10858.28,27354.24,1,1
LDR ANTI-D,113157.5,1077.0,16490.31,0.0,16490.31,2,1
VISUDYNE 1,13.0,25.0,16397.88,2709.51,19107.39,1,1
RECOTHROM,283.0,268.0,16381.42,58616.78,74998.2,2,1
SENNA TABL,94471.0,1656.0,16380.97,0.0,16380.97,2,1
SOLUCORTE,685.8,547.0,16316.37,381.82,16698.19,4,1
GNP MINT R,337437.941,1567.0,16243.789999999999,2738.8100000000004,18982.6,1,1
AMIKACIN 1,4582.48,433.0,16201.75,59.97,16261.72,2,1
ALBUMINEX,17633.0,100.0,16197.150000000001,0.0,16197.150000000001,3,1
BETHAPRIM,11161.0,3559.0,16193.91,14156.909999999998,30350.82,1,1
NORETHESTC,10500.0,195.0,16171.79,37.26,16209.05,1,1
CLOMIPHENE,2282.0,139.0,16156.09,45.06,16201.15,1,1
NEXIUM IV,1856.0,1094.0,16112.220000000001,738292.35,754404.5700000001,1,1
GALZIN 50,4544.0,122.0,16076.82,1947.4099999999999,18024.23,1,1
EPIDUO FOR,1035.0,23.0,16076.400000000001,0.0,16076.400000000001,1,1
NYLIA 7/7/,43412.486,802.0,16025.52,160.53,16186.050000000001,1,1
GNP LICE C,68083.0,918.0,16009.05,8.55,16017.6,1,1
MY WAY 1.5,1400.0,1171.0,15974.85,4.0,15978.85,1,1
OPTIVE SEN,14741.2,680.0,15948.9,0.0,15948.9,2,1
ESTAZOLAM,15597.5,536.0,15927.1,186.42,16113.52,4,2
MESNEX 400,221.0,14.0,15909.23,0.0,15909.23,1,1
EMERPHED 5,7020.4,1059.0,15903.32,76953.62,92856.94,2,1
PROPOFOL V,87006.23,2950.0,15901.84,177145.76,193047.6,7,1
NORETHEST,22897.0,461.0,15868.15,110.63,15978.78,1,1
EPIPEN JR.,108.6,103.0,15801.849999999999,0.0,15801.849999999999,1,1
FANAPT 1+2,62.0,78.0,15785.45,0.0,15785.45,1,1
ZYNRELEF 4,1693.0349999999999,69.0,15783.21,16688.9,32472.11,1,1
RINGER'S L,4110690.0,2032.0,15680.86,37761.27,53442.130000000005,2,1
TOBRAMYC I,11640.0,42.0,15671.04,0.0,15671.04,1,1
DOCUSATE C,64065.0,1902.0,15646.36,0.0,15646.36,3,1
DEXTENZA 0,306.5,230.0,15639.99,0.0,15639.99,1,1
PHENOBARIT,749.61,285.0,15614.11,1849.9099999999999,17464.02,1,1
VUSION OIN,1400.0,28.0,15575.400000000001,0.0,15575.400000000001,1,1
JULEBER,45332.0,1063.0,15555.95,79.93,15635.88,1,1
UNASYN (AM,1609.942,1094.0,15535.52,2512.36,18047.88,3,1
PAXIL CR,1510.0,37.0,15517.310000000001,0.0,15517.310000000001,1,1
AMBIEN (ZO,741.0,25.0,15516.619999999999,0.0,15516.619999999999,1,1
SHAROBEL T,75000.282,1284.0,15434.82,38.0,15472.82,1,1
CALCIUM EX,126047.0,1651.0,15403.9,98.0,15501.9,3,1
GNP ALCOHO,254624.0,2126.0,15394.57,164.01,15558.58,1,1
TREXALL 5,676.0,46.0,15362.130000000001,0.0,15362.130000000001,1,1
BEOVU SYRI,1.6500000000000001,32.0,15361.68,50333.2,65694.88,1,1
ORALYTE,2552996.0,2245.0,15325.58,2.28,15327.86,4,1
THIAMINE I,4216.0,1853.0,15250.23,23296.59,38546.82,2,1
DOXEPIN TB,4430.0,143.0,15248.64,0.0,15248.64,2,1
NEFAZODONE,11147.0,171.0,15227.28,751.1400000000001,15978.42,4,1
UREA CREAM,22678.95,408.0,15165.73,70.71000000000001,15236.44,5,3
MIMVEY,18284.0,353.0,15161.439999999999,58.5,15219.94,1,1
MARLISSA-2,60529.0,969.0,15131.71,4.48,15136.19,1,1
ZARONTIN 2,47666.0,148.0,15128.09,387.32000000000005,15515.41,2,1
ACTIVASE 1,5.02,111.0,15120.6,0.0,15120.6,1,1
COMBIGAN E,345.0,55.0,15095.43,15.0,15110.43,1,1
ABSORICA C,390.0,11.0,14992.07,0.0,14992.07,1,1
EZETIMIBE-,24981.0,463.0,14969.19,147.33,15116.52,12,3
TRAMADOL-A,72685.0,2150.0,14957.1,234.51999999999998,15191.619999999999,4,2
TRI-MILI [,33712.0,1116.0,14949.69,0.0,14949.69,1,1
NEXTERONE,67673.998,486.0,14944.550000000001,17911.66,32856.21,2,1
CLINDA-TRE,2400.0,63.0,14941.29,523.44,15464.73,3,2
KETAMINE 5,4421.5,860.0,14916.28,553.4300000000001,15469.710000000001,9,4
ULTANE SEV,130.0,128.0,14848.19,0.0,14848.19,1,1
WHITE PETR,560410.952,1712.0,14844.11,72.47,14916.58,1,1
ERAXIS,185.0,72.0,14776.96,2472.22,17249.18,1,1
POLY-VENT,22010.0,1005.0,14765.04,0.0,14765.04,1,1
ZIOPTAN (T,1248.0,51.0,14760.29,0.0,14760.29,1,1
CAMRESE 0.,37128.0,405.0,14750.28,0.0,14750.28,2,1
ERMEZA 150,8711.0,67.0,14748.220000000001,0.0,14748.220000000001,2,1
GNP ACETOM,86795.0,1036.0,14742.09,0.0,14742.09,1,1
ZALEPLON 5,38629.0,1340.0,14723.17,318.0,15041.17,4,4
TAYTULLA,1680.0,30.0,14711.560000000001,0.0,14711.560000000001,1,1
MESNA,13734.314,544.0,14634.28,19.59,14653.87,4,3
ORA-PLUS S,234012.816,1613.0,14628.17,1327.13,15955.3,1,1
METHADON D,63753.375,226814.0,14626.98,0.0,14626.98,1,1
SUDAFED 12,42617.0,1595.0,14584.1,50.17,14634.27,2,1
TRUE LAXAT,68385.0,172.0,14553.43,0.0,14553.43,2,1
MESTINON T,360.0,11.0,14550.95,503.56,15054.51,1,1
NORACE EE,12301.282,302.0,14536.75,0.0,14536.75,1,1
"PROCRIT 2,",62.5,65.0,14531.5,0.0,14531.5,1,1
ETODOLAC 3,29959.0,510.0,14531.18,272.59999999999997,14803.78,3,3
LDR ANTIFU,88289.0,1241.0,14510.45,51.19,14561.64,1,1
DERMASMOO,39150.12,427.0,14479.25,0.0,14479.25,2,1
MUCINEX,25266.0,815.0,14479.04,0.0,14479.04,1,1
THYROID 60,17413.0,366.0,14443.32,154.92000000000002,14598.24,1,1
ELIQUIS ST,1540.0,21.0,14442.1,664.43,15106.53,1,1
LDR ZINC O,51631.997,1437.0,14438.94,24.560000000000002,14463.5,2,1
CERTAVITE/,570.0,19.0,14425.05,0.0,14425.05,1,1
WESCAPS CA,33716.0,986.0,14415.04,3.36,14418.4,1,1
SOLUBLE FI,483225.029,1057.0,14408.24,0.0,14408.24,1,1
PROAIR DIG,100.1,146.0,14406.09,0.0,14406.09,1,1
NAMZARIC 1,720.0,24.0,14374.55,0.0,14374.55,1,1
PYRIDIUM (,2300.0,231.0,14358.58,125.17,14483.75,2,1
ATENOL+CHL,31161.0,669.0,14357.18,467.12,14824.3,2,1
DIAZEPAM O,14286.0,46.0,14308.990000000002,266.74,14575.73,1,1
PROPOFOL 5,122878.0,2493.0,14302.15,2771.64,17073.79,9,7
0.45% SODI,1188537.0,327.0,14278.08,10.88,14288.96,3,1
CLEOCIN 2%,8440.0,211.0,14265.9,2.0,14267.9,1,1
CIPROFLOX,494708.81,1355.0,14262.67,81614.37,95877.04,4,1
VESICARE,1230.0,23.0,14246.61,0.0,14246.61,1,1
HYQVIA 2.5,941.25,25.0,14229.55,5448.0,19677.550000000003,1,1
ZEMPLAR PA,4047.8,5305.0,14088.95,113344.95,127433.9,1,1
FENTANYL 3,475.0,44.0,14021.32,0.0,14021.32,1,1
LEVONOR-E,37128.0,400.0,13979.61,20.22,13999.83,1,1
RITALIN,10332.0,170.0,13950.59,49.15,13999.740000000002,3,2
LEUPROLIDE,66.0,66.0,13942.14,0.0,13942.14,2,2
MEDROL 4MG,924.0,44.0,13934.24,0.0,13934.24,1,1
IMMPHENTIV,13027.6,1186.0,13932.630000000001,62786.25,76718.88,4,1
ALBUTEIN F,15100.0,97.0,13900.85,0.0,13900.85,1,1
CHANTIX,1624.0,29.0,13899.5,0.0,13899.5,1,1
MINOCIN (M,56.0,13.0,13839.01,0.0,13839.01,1,1
LDR EARWAX,30021.0,1999.0,13826.5,0.0,13826.5,2,1
DEHYDRATED,24.0,24.0,13819.92,0.0,13819.92,1,1
FEIRZA 1 M,67424.0,842.0,13806.41,27.76,13834.17,1,1
MICONAZORB,29900.0,1272.0,13803.71,0.0,13803.71,2,1
GS NICOTIN,57461.0,513.0,13775.64,171.0,13946.64,8,1
SENOKOT,65245.0,1151.0,13764.050000000001,4.9,13768.95,4,1
EXFORGE HC,990.0,22.0,13745.880000000001,0.0,13745.880000000001,2,1
DILT XR 12,31357.0,514.0,13722.94,213.6,13936.54,1,1
PROLENSA (,120.0,40.0,13703.109999999999,333.34,14036.449999999999,1,1
NEW DAY 1.,541.0,500.0,13667.779999999999,12.0,13679.779999999999,1,1
DOXPEIN HC,26571.0,663.0,13660.64,19.6,13680.24,2,1
MONJUVI 20,54.0,18.0,13660.53,61295.5,74956.03,1,1
VASOPRESSI,2582.0,675.0,13608.18,186307.33000000002,199915.51,11,5
F&T MOTION,31740.0,735.0,13587.09,0.0,13587.09,1,1
ALLERGY,78438.0,1721.0,13585.83,1.94,13587.77,7,4
PRECEDEX 8,3019.0,196.0,13573.619999999999,316.26,13889.88,2,1
"HEPARIN 1,",743719.0,1202.0,13522.91,44047.27,57570.18,8,6
OTREXUP IN,28.8,15.0,13522.13,0.0,13522.13,1,1
JUBBONTI 6,16.0,15.0,13519.87,1295.48,14815.35,1,1
SOLOSEC  S,94.0,44.0,13487.94,0.0,13487.94,1,1
F&T CLOTRI,63568.282999999996,1405.0,13483.76,1.5,13485.26,1,1
CHARLOTTE,27496.0,423.0,13432.73,0.0,13432.73,1,1
TCA OINTME,50740.0,130.0,13414.880000000001,0.0,13414.880000000001,1,1
ENTRESTO S,1164.0,14.0,13401.77,0.0,13401.77,1,1
SYNVISC-ON,6210.0,104.0,13391.6,985.44,14377.04,1,1
LDR TRIPLE,22479.9,949.0,13358.48,5.2,13363.68,3,1
NORTREL 7-,35168.0,567.0,13352.66,0.0,13352.66,1,1
PACERONE,11730.0,291.0,13337.43,164.67,13502.1,3,1
FEMARA 2.5,510.0,13.0,13335.41,0.0,13335.41,1,1
PHENERGAN,9338.0,2632.0,13335.3,28979.7,42315.0,7,2
LEVORA TAB,5520.564,98.0,13306.66,0.0,13306.66,1,1
REXTOVY 4,598.0,244.0,13302.81,18.66,13321.470000000001,1,1
CARBIDOPA/,66467.0,340.0,13300.02,406.09999999999997,13706.12,7,5
CLASSIC PR,202386.0,4905.0,13287.94,838.4300000000001,14126.37,1,1
LDR INFANT,43719.53,1021.0,13275.18,0.0,13275.18,2,1
HYPERRHO 1,159.0,159.0,13242.33,61.73,13304.06,3,1
LUTERA-28,44996.0,756.0,13217.69,0.0,13217.69,1,1
NORA-BE,34496.0,702.0,13192.27,5.05,13197.32,2,2
MAGNEVIST,9811.0,810.0,13164.68,13.32,13178.0,1,1
EFFER-K TA,24386.0,702.0,13063.83,901.41,13965.24,3,1
EMEND 150,1315.002,570.0,13017.78,1713.81,14731.59,2,1
NECON,22932.0,420.0,12984.6,207.88,13192.48,1,1
CYCLOGYL,1016.0,161.0,12981.88,67.29,13049.17,3,1
COLD-COUGH,179402.0,951.0,12973.72,0.0,12973.72,1,1
CARBA CHEW,7872.0,113.0,12950.23,13.0,12963.23,1,1
ALIMTA 100,137.4,29.0,12946.18,0.0,12946.18,1,1
FIBERLAX,54631.0,1260.0,12937.42,0.0,12937.42,3,1
INFANTS' G,68660.0,1573.0,12922.039999999999,23.93,12945.97,3,3
VALTREX 50,1006.0,26.0,12913.26,0.0,12913.26,1,1
MAXALT-MLT,395.0,40.0,12902.25,2417.2999999999997,15319.55,1,1
METHYLPH H,774.0,28.0,12899.73,0.0,12899.73,1,1
F&T ACID R,49225.0,1096.0,12887.8,0.0,12887.8,5,1
CYCLOMYDRI,475.0,262.0,12871.41,307.61,13179.02,1,1
MILRINONE-,405786.4,254.0,12868.470000000001,2817.75,15686.220000000001,5,3
HYDROMET S,98529.0,800.0,12831.51,19.74,12851.25,1,1
CLEOCIN PH,6187.04,2191.0,12823.52,10414.05,23237.57,9,1
GNP PSEUDO,25444.0,911.0,12798.960000000001,0.0,12798.960000000001,2,2
ULTIVA 2MG,206.0,134.0,12795.41,0.0,12795.41,1,1
8 HOUR ER,66796.0,959.0,12770.19,3.5,12773.69,1,1
LOVENOX,2667.294,2546.0,12747.380000000001,186202.99,198950.37,9,1
DILT XR 18,22844.0,350.0,12725.36,535.37,13260.73,1,1
GNP LIDOCA,37703.5,571.0,12699.28,0.0,12699.28,2,1
F&T ANTIBI,30253.141,994.0,12693.119999999999,26.1,12719.22,1,1
LDR MINI N,27338.0,242.0,12687.99,27.89,12715.88,1,1
PHOSPHO-TR,26913.0,281.0,12667.94,240.5,12908.44,2,1
QUININE SU,10956.0,309.0,12651.18,370.78,13021.96,2,2
GATIFLOXAC,815.5,326.0,12648.28,302.04,12950.32,1,1
BENTYL 10,562.0,290.0,12642.5,0.0,12642.5,1,1
TYGACIL,200.0,24.0,12633.76,0.0,12633.76,1,1
"CREON 6,00",8902.0,50.0,12616.14,6058.31,18674.45,1,1
IRON POLYS,60361.0,1562.0,12573.49,0.0,12573.49,1,1
DROXIA  HY,13660.0,208.0,12560.64,206.99,12767.630000000001,3,1
JAIMIESS 0,32577.0,354.0,12528.18,656.94,13185.119999999999,2,1
MAPAP PM C,44447.0,1127.0,12519.1,0.0,12519.1,1,1
ATIVAN 2 M,2407.0,1929.0,12514.84,367.23,12882.07,2,1
NORMOSOL-R,842654.0,2447.0,12498.230000000001,78022.54,90520.77,3,2
IHEEZO 3%,31.2,48.0,12480.0,0.0,12480.0,1,1
KENALOG 80,1474.075,2111.0,12459.04,4254.900000000001,16713.940000000002,2,1
KLORCON M,36170.0,3008.0,12402.560000000001,44472.93,56875.49,10,1
NAROPIN 0.,35849.0,1443.0,12392.82,722.33,13115.15,18,1
LIPOFEN,1413.0,47.0,12392.57,0.0,12392.57,1,1
TILIA FE 2,7868.0,121.0,12325.13,0.0,12325.13,1,1
MUCUS DM M,14926.0,442.0,12272.86,0.0,12272.86,3,2
K-PHOS NO.,12279.0,93.0,12233.18,53.38,12286.56,1,1
IMPLANON,12.0,12.0,12230.74,0.0,12230.74,1,1
KETALAR C-,5115.66,675.0,12229.2,23428.12,35657.32,3,1
HEMICLOR,10162.0,231.0,12219.74,0.0,12219.74,2,1
ISDN 5MG 1,46862.0,412.0,12212.38,200.36,12412.74,1,1
ULTIVA 1MG,320.0,220.0,12193.74,10218.15,22411.89,1,1
XADAGO TAB,330.0,11.0,12190.69,0.0,12190.69,1,1
LDR CHILDR,106098.0,755.0,12159.75,0.0,12159.75,1,1
CHLORTALID,49853.0,1425.0,12158.960000000001,162.79000000000002,12321.75,1,1
SAVAYSA (,840.0,28.0,12125.92,0.0,12125.92,1,1
STROVITE O,4017.0,135.0,12121.349999999999,0.0,12121.349999999999,1,1
GNP TERBIN,23616.6,780.0,12098.26,0.0,12098.26,2,1
AQUASOL A,24.0,20.0,12079.2,0.0,12079.2,1,1
SE-TAN PLU,23045.0,702.0,12070.23,1.85,12072.08,1,1
F&T ATHLET,22225.0,704.0,12031.09,0.0,12031.09,1,1
XERESE CRE,55.0,11.0,11983.59,1135.48,13119.07,1,1
AMITIZA 8,1813.0,35.0,11972.07,0.0,11972.07,1,1
COSELA 300,43.499,43.0,11969.93,0.0,11969.93,1,1
KLOR-CON 8,36527.0,628.0,11966.27,41.14,12007.41,2,1
AMITIZA (L,1944.0,35.0,11960.57,0.0,11960.57,1,1
KEPPRA IV,12562.4,573.0,11959.75,19546.22,31505.969999999998,1,1
GLYDO 2% J,11482.0,486.0,11934.41,335.08,12269.49,2,1
UNASYN,1807.0,770.0,11852.47,61985.32,73837.79,3,1
RAMIPRIL 2,89193.0,1405.0,11825.27,178.48,12003.75,5,4
SHAROBEL 0,59472.0,1140.0,11735.53,0.0,11735.53,1,1
F&T OMEPRA,16154.0,446.0,11718.929999999998,0.0,11718.929999999998,2,1
EOVIST 2.5,1909.9,244.0,11598.42,0.0,11598.42,2,1
GALBRIELA,7560.0,153.0,11594.53,0.0,11594.53,1,1
CIPRODEX,360.0,48.0,11517.119999999999,0.0,11517.119999999999,1,1
DECONEX IR,17252.0,795.0,11484.869999999999,0.1,11484.97,1,1
GNP MUCUS,27937.0,704.0,11483.51,11.0,11494.51,5,1
LEVONEST,26488.0,775.0,11457.57,0.0,11457.57,2,1
AZACTAM,283.6,24.0,11449.85,0.0,11449.85,2,1
CYTOMEL  5,27011.0,403.0,11448.55,151.07999999999998,11599.630000000001,1,1
ALBUTEIN 5,82500.0,33.0,11445.72,0.0,11445.72,1,1
INZIRQO 10,2882.0,38.0,11430.64,285.05,11715.689999999999,1,1
OCELLA TAB,27356.564,465.0,11430.03,0.0,11430.03,2,1
FLEET PEDI,338870.32,1140.0,11416.58,7.18,11423.76,1,1
PNV-OMEGA,7372.0,212.0,11409.24,0.0,11409.24,1,1
HEPARIN 25,266262.0,1260.0,11389.369999999999,41552.74,52942.11,10,3
NATURAL FI,160715.0,900.0,11382.06,0.0,11382.06,3,2
ENPRESSE-2,26096.0,410.0,11279.82,0.0,11279.82,1,1
SALINE MIS,135015.0,2959.0,11270.5,7.5,11278.0,1,1
FISH OIL,143688.0,2568.0,11257.83,0.0,11257.83,5,3
VELIVET 28,15400.0,285.0,11257.78,273.98,11531.76,1,1
KETODAN,3100.0,31.0,11237.17,0.0,11237.17,1,1
ANECTINE,8183.0,1115.0,11210.86,359902.5,371113.36,4,2
IBU-200,60646.0,1099.0,11207.369999999999,0.0,11207.369999999999,1,1
VYFEMLA (N,22932.0,440.0,11205.130000000001,0.0,11205.130000000001,1,1
F&T CETIRI,128543.0,914.0,11188.54,192.87,11381.41,1,1
RITALIN HC,10670.0,172.0,11179.55,145.38,11324.93,2,1
LITH CARB,59405.0,953.0,11170.12,0.0,11170.12,7,1
BUBROPION,40667.0,912.0,11145.28,80.84,11226.119999999999,6,1
FLAVOXATE,16676.0,269.0,11118.23,5.2,11123.43,2,2
FEROSUL,115685.0,1156.0,11116.86,733.5,11850.36,4,1
CORTEF,11096.0,102.0,11090.81,0.0,11090.81,1,1
VITAL-D RX,20432.0,671.0,11080.86,0.0,11080.86,1,1
FML,325.0,56.0,11072.55,0.0,11072.55,1,1
DRIMINATE,25461.0,1402.0,11055.92,0.0,11055.92,2,1
SOTALOL 12,66367.692,657.0,11044.74,191.22,11235.960000000001,3,3
UCERIS REC,935.2,11.0,11026.8,0.0,11026.8,1,1
CILOXAN 0.,147.0,40.0,11018.93,0.0,11018.93,2,2
PROCHLOPER,2635.5,1457.0,11008.11,60266.159999999996,71274.27,2,1
RYNEX PSE,120430.0,506.0,10972.36,0.0,10972.36,1,1
LDR FBR LA,52280.0,921.0,10968.33,0.0,10968.33,1,1
CLOPIDO BI,40361.0,981.0,10945.69,1110.8700000000001,12056.56,1,1
GNP TRIPLE,23374.053,836.0,10938.04,0.0,10938.04,2,1
LIDOCAN II,390.0,13.0,10918.83,0.0,10918.83,1,1
ANTACID UL,68548.0,923.0,10914.48,0.0,10914.48,3,2
DYE FREE C,12710.9,4402.0,10910.300000000001,58117.47,69027.77,3,1
THYROID 30,14370.0,284.0,10901.59,88.99000000000001,10990.58,1,1
VERACLOZ (,1300.0,13.0,10860.59,0.0,10860.59,1,1
FIRVANQ 25,12900.0,48.0,10849.75,117.48,10967.23,1,1
SRONYX 0.1,45500.0,692.0,10834.6,48.86,10883.46,1,1
GLYRX-PF (,894.5,519.0,10826.19,94945.26000000001,105771.45,4,1
OXISTAT,900.0,15.0,10814.25,0.0,10814.25,1,1
ULTANE 250,4302.41,262.0,10791.119999999999,184.57,10975.69,1,1
IBU 800 MG,107383.0,1988.0,10709.16,944.14,11653.3,2,1
ULORIC 40M,1020.0,23.0,10706.88,0.0,10706.88,1,1
EUFLEXXA,31.0,22.0,10700.880000000001,0.0,10700.880000000001,1,1
DANAZOL 20,3000.0,48.0,10658.54,0.0,10658.54,2,2
NICOTINE,14839.0,206.0,10646.49,18.0,10664.49,5,3
INZIRQO (H,2240.0,27.0,10636.85,21.0,10657.85,1,1
VIDAZA (AZ,22.4,32.0,10632.0,0.0,10632.0,1,1
JANTOVEN 2,48485.6,1005.0,10622.15,67.27000000000001,10689.42,5,1
STOMACH RL,356676.0,972.0,10621.63,44.0,10665.63,3,2
COSOPT  DO,460.0,39.0,10608.18,545.91,11154.09,1,1
ANTIDIARR,23227.0,1087.0,10454.91,0.0,10454.91,2,1
MENEST TAB,4371.0,91.0,10449.11,44.339999999999996,10493.45,2,1
NOR - BE 0,364.0,13.0,10413.0,0.0,10413.0,1,1
APLISOL 5T,209.32,1261.0,10390.58,634.29,11024.869999999999,2,1
NEVANAC SU,96.0,26.0,10389.97,0.0,10389.97,1,1
ARANELLE,13972.0,286.0,10349.75,0.0,10349.75,1,1
RIBAVIRIN,11995.0,158.0,10323.66,0.0,10323.66,2,1
BRIELLYN,17612.0,477.0,10291.09,123.59,10414.68,1,1
SENOKOT S,24728.0,494.0,10265.06,5.5,10270.56,3,1
RITALIN 20,6179.0,112.0,10249.1,0.0,10249.1,2,2
TREXALL 7.,310.0,59.0,10222.03,0.0,10222.03,1,1
MONOCYCLIN,19234.0,504.0,10213.77,137.8,10351.57,1,1
MAXIMUM ST,56085.35,1060.0,10191.57,1.5,10193.07,4,2
CAMILA,34728.0,758.0,10166.01,0.0,10166.01,3,2
ACANYA,1100.0,22.0,10149.830000000002,0.0,10149.830000000002,1,1
ALUMINUM H,313283.833,641.0,10147.460000000001,0.56,10148.02,2,2
GS OMEPRAZ,33282.4,848.0,10138.39,731.84,10870.23,3,1
MONOLINYA,25256.0,788.0,10105.800000000001,0.0,10105.800000000001,1,1
FOLIVANE-O,14444.0,422.0,10087.21,87.94,10175.15,1,1
ZEMPLAR 5,575.8,794.0,10080.0,0.0,10080.0,1,1
SIMPLE SYR,119062.86899999999,1175.0,10064.22,862.0600000000001,10926.28,1,1
CYKLOKAPRO,282.0,175.0,10062.5,0.0,10062.5,3,1
ELESTRIN,2080.0,47.0,10059.97,0.0,10059.97,1,1
APRI TAB-2,62160.0,1071.0,10029.060000000001,0.0,10029.060000000001,1,1
QUELICIN S,5735.0,1418.0,10024.85,501622.29,511647.14,1,1
IMITREX 4,27.0,15.0,9986.68,0.0,9986.68,1,1
ASPIRIN AD,74894.0,1217.0,9979.1,0.0,9979.1,1,1
FLUORIDE,88492.0,2022.0,9973.62,34.25,10007.87,6,2
TESTIM  TM,3490.0,19.0,9937.87,1059.81,10997.68,1,1
MITIGO,1109.2,81.0,9934.8,11625.06,21559.86,2,1
DEMEROL ME,1761.0,385.0,9921.35,70814.88,80736.23,4,1
SPS 30 GM/,13620.0,25.0,9914.19,0.0,9914.19,1,1
PROCTOSOL,16118.9,527.0,9882.49,14.43,9896.92,1,1
XARAH FE N,7872.564,169.0,9852.74,0.0,9852.74,1,1
BACLOFEN 4,468.0,26.0,9849.84,0.0,9849.84,1,1
SILVADENE,34303.0,573.0,9821.62,527.1,10348.720000000001,6,1
THYROID 12,6591.0,184.0,9812.97,56.95,9869.92,1,1
TM-DAILY V,2964.0,51.0,9784.09,0.0,9784.09,1,1
MELATONIN,61107.0,1499.0,9683.25,21.0,9704.25,11,6
ZEMPLAR 10,8139.2,4205.0,9681.23,0.0,9681.23,1,1
